Accession_number,sampling_date,collected_by,total_num_reads,num_reads_aligned_PF,avg_coverage_X,genomic_coordinates_0X_nt,genomic_coordinates_<10X_nt,genomic_coordinates_0X_pct,genomic_coordinates_<10X_pct,avg_read_quality,avg_read_quality_PF,avg_read_length,avg_read_length_PF,k2_hits_SC2,k2_hits_human,k2_hits_28384,k2_pct_SC2,k2_pct_human,k2_pct_28384,QC_determination,QC_issues
SRR18072972,2022-02-08,Nevada State Public Health Laboratory,1015980,99783,246X,27392,27487,91,91,34.8,35.2,74,74,56909,287,0,11.20,0.06,0.00,not_performed,None
SRR18072973,2022-02-07,Nevada State Public Health Laboratory,884564,273315,676X,20452,21511,68,71,34.7,35.2,74,74,157490,263,0,35.61,0.06,0.00,not_performed,None
SRR18072974,2022-02-09,Nevada State Public Health Laboratory,905708,579527,1434X,24249,24348,81,81,34.8,35.3,74,74,336202,169,0,74.24,0.04,0.00,not_performed,None
SRR18072975,2022-02-10,Nevada State Public Health Laboratory,621514,48949,121X,22930,23899,76,79,34.7,35.2,74,74,28111,175,0,9.05,0.06,0.00,not_performed,None
SRR18072976,2022-02-09,Nevada State Public Health Laboratory,998142,117019,289X,22559,23413,75,78,34.8,35.3,74,74,66744,195,0,13.37,0.04,0.00,not_performed,None
SRR18072977,2022-02-08,Nevada State Public Health Laboratory,722334,49418,122X,23293,23723,77,79,34.9,35.3,74,74,28028,169,0,7.76,0.05,0.00,not_performed,None
SRR18072978,2022-02-07,Nevada State Public Health Laboratory,958430,601974,1489X,21821,22008,72,73,34.7,35.2,74,74,357274,156,0,74.55,0.03,0.00,not_performed,None
SRR18072979,2022-02-07,Nevada State Public Health Laboratory,682380,273435,676X,25756,25955,86,86,34.9,35.3,74,74,163137,148,0,47.81,0.04,0.00,not_performed,None
SRR18072980,2022-02-04,Nevada State Public Health Laboratory,617806,194084,480X,21670,21979,72,73,34.9,35.3,74,74,109615,99,0,35.49,0.03,0.00,not_performed,None
SRR18143732,2022-02-07,Washington State Department of Health,1052154,845529,4213X,659,1040,2,3,37.7,37.8,149,149,440591,4861,74912,83.75,0.92,14.24,not_performed,None
SRR18143733,2022-02-07,Washington State Department of Health,1257322,1191926,5939X,116,133,0,0,37.7,37.9,149,149,614501,1503,9248,97.75,0.24,1.47,not_performed,None
SRR18143734,2022-02-07,Washington State Department of Health,1274820,737264,3673X,5398,6182,18,20,37.7,37.8,149,149,399987,8402,203943,62.75,1.32,32.00,not_performed,None
SRR18143735,2022-02-07,Washington State Department of Health,3577328,2978712,14842X,78,90,0,0,37.5,37.8,149,149,1569578,7526,152083,87.75,0.42,8.50,not_performed,None
SRR18143736,2022-02-07,Washington State Department of Health,450092,296141,1475X,3749,4338,12,14,37.6,37.8,149,149,161436,3443,47458,71.73,1.53,21.09,not_performed,None
SRR18143737,2022-02-04,Washington State Department of Health,2215512,1959326,9762X,112,153,0,0,37.6,37.8,149,149,1028362,16623,13186,92.83,1.50,1.19,not_performed,None
SRR18143738,2022-02-04,Washington State Department of Health,2836444,2475005,12332X,129,150,0,0,37.6,37.8,149,149,1287854,3391,75316,90.81,0.24,5.31,not_performed,None
SRR18143739,2022-02-04,Washington State Department of Health,1196160,1074415,5353X,131,346,0,1,37.6,37.8,149,149,558929,4851,21235,93.45,0.81,3.55,not_performed,None
SRR18143740,2022-02-09,Washington State Department of Health,479746,355652,1772X,6860,7928,22,26,37.2,37.6,149,149,189903,1753,38637,79.17,0.73,16.11,not_performed,None
SRR18143741,2022-02-09,Washington State Department of Health,681982,452179,2253X,2623,3839,8,12,37.7,37.8,149,149,238830,4021,43409,70.04,1.18,12.73,not_performed,None
SRR18143742,2022-02-09,Washington State Department of Health,492208,383620,1911X,4303,4891,14,16,37.6,37.8,149,149,200907,2586,33933,81.63,1.05,13.79,not_performed,None
SRR18143743,2022-02-09,Washington State Department of Health,520700,288477,1437X,8694,9330,29,31,37.4,37.7,149,149,161909,4687,51606,62.19,1.80,19.82,not_performed,None
SRR18143744,2022-02-09,Washington State Department of Health,1310332,1019096,5077X,1455,2055,4,6,37.4,37.7,149,149,543033,13807,69107,82.88,2.11,10.55,not_performed,None
SRR18143745,2022-02-04,Washington State Department of Health,1210926,1063894,5301X,165,184,0,0,37.6,37.8,149,149,553727,2535,37629,91.46,0.42,6.21,not_performed,None
SRR18143746,2022-02-04,Washington State Department of Health,1452878,1318510,6569X,130,181,0,0,37.6,37.8,149,149,684472,2519,37863,94.22,0.35,5.21,not_performed,None
SRR18207356,2022-01-10,Yuma Center of Excellence for Desert Agriculture,343160,16272,82X,62,545,0,1,36.1,36.5,151,151,11899,622,25452,6.93,0.36,14.83,not_performed,None
SRR18207357,2022-01-10,Yuma Center of Excellence for Desert Agriculture,304506,21797,110X,62,234,0,0,36.0,36.5,151,151,15987,595,16381,10.50,0.39,10.76,not_performed,None
SRR18207358,2022-01-10,Yuma Center of Excellence for Desert Agriculture,392684,41373,208X,62,298,0,0,36.1,36.5,151,151,30400,990,24657,15.48,0.50,12.56,not_performed,None
SRR18207359,2022-01-10,Yuma Center of Excellence for Desert Agriculture,472506,217859,1100X,62,62,0,0,36.0,36.5,151,151,160581,1338,46899,67.97,0.57,19.85,not_performed,None
SRR18207360,2022-01-10,Yuma Center of Excellence for Desert Agriculture,5412,9,0X,28911,29903,96,100,32.1,34.3,151,151,10,70,2236,0.37,2.59,82.63,not_performed,None
SRR18207361,2022-01-10,Yuma Center of Excellence for Desert Agriculture,478732,88113,444X,62,65,0,0,35.9,36.4,151,151,65785,1486,50227,27.48,0.62,20.98,not_performed,None
SRR18207362,2022-01-24,Yuma Center of Excellence for Desert Agriculture,914328,150562,760X,62,62,0,0,36.0,36.5,151,151,113189,4116,172878,24.76,0.90,37.82,not_performed,None
SRR18207363,2022-01-24,Yuma Center of Excellence for Desert Agriculture,265674,66380,335X,62,219,0,0,36.0,36.5,151,151,49696,1132,40993,37.41,0.85,30.86,not_performed,None
SRR18207364,2022-01-24,Yuma Center of Excellence for Desert Agriculture,394476,32677,165X,32,272,0,0,36.0,36.5,151,151,24281,1576,68041,12.31,0.80,34.50,not_performed,None
SRR18207365,2022-01-24,Yuma Center of Excellence for Desert Agriculture,452656,18236,92X,113,432,0,1,36.0,36.5,151,151,13649,2913,93715,6.03,1.29,41.41,not_performed,None
SRR18207366,2022-01-24,Yuma Center of Excellence for Desert Agriculture,512886,36295,183X,62,280,0,0,36.0,36.5,151,151,26979,2771,96134,10.52,1.08,37.49,not_performed,None
SRR18207367,2022-01-24,Yuma Center of Excellence for Desert Agriculture,684024,14237,71X,177,751,0,2,35.9,36.4,151,151,10804,6781,255367,3.16,1.98,74.67,not_performed,None
SRR18207368,2022-01-10,Yuma Center of Excellence for Desert Agriculture,416930,100668,508X,65,174,0,0,35.9,36.4,151,151,75831,2279,74606,36.38,1.09,35.79,not_performed,None
SRR18207369,2022-01-24,Yuma Center of Excellence for Desert Agriculture,347526,11398,57X,62,981,0,3,36.2,36.6,151,151,8400,1773,72221,4.83,1.02,41.56,not_performed,None
SRR18207370,2022-01-24,Yuma Center of Excellence for Desert Agriculture,542770,50008,252X,62,176,0,0,36.0,36.5,151,151,37708,5409,125974,13.89,1.99,46.42,not_performed,None
SRR18207371,2022-01-24,Yuma Center of Excellence for Desert Agriculture,421732,67293,339X,62,117,0,0,36.1,36.5,151,151,50570,4230,109038,23.98,2.01,51.71,not_performed,None
SRR18207372,2022-01-24,Yuma Center of Excellence for Desert Agriculture,483524,58775,296X,62,219,0,0,35.8,36.4,151,151,45160,6271,118947,18.68,2.59,49.20,not_performed,None
SRR18207373,2022-01-24,Yuma Center of Excellence for Desert Agriculture,559900,38199,192X,32,254,0,0,36.1,36.6,151,151,28219,4324,96315,10.08,1.54,34.40,not_performed,None
SRR18207374,2022-01-24,Yuma Center of Excellence for Desert Agriculture,378466,14358,72X,144,610,0,2,36.1,36.5,151,151,10637,1743,73571,5.62,0.92,38.88,not_performed,None
SRR18207375,2022-01-18,Yuma Center of Excellence for Desert Agriculture,471872,31668,159X,62,183,0,0,36.0,36.5,151,151,23988,3652,114835,10.17,1.55,48.67,not_performed,None
SRR18207376,2022-01-18,Yuma Center of Excellence for Desert Agriculture,385676,135170,682X,61,62,0,0,36.0,36.5,151,151,100912,1862,43687,52.33,0.97,22.65,not_performed,None
SRR18207377,2022-01-18,Yuma Center of Excellence for Desert Agriculture,503632,64795,327X,61,65,0,0,36.1,36.5,151,151,47869,2988,117196,19.01,1.19,46.54,not_performed,None
SRR18207378,2022-01-18,Yuma Center of Excellence for Desert Agriculture,480050,30523,154X,62,219,0,0,36.0,36.5,151,151,22844,3530,81199,9.52,1.47,33.83,not_performed,None
SRR18207379,2022-01-10,Yuma Center of Excellence for Desert Agriculture,502866,116116,586X,62,208,0,0,35.6,36.3,151,151,88908,2977,86012,35.36,1.18,34.21,not_performed,None
SRR18207380,2022-01-18,Yuma Center of Excellence for Desert Agriculture,517634,113866,574X,62,62,0,0,36.0,36.5,151,151,84943,3699,83686,32.82,1.43,32.33,not_performed,None
SRR18207381,2022-01-18,Yuma Center of Excellence for Desert Agriculture,536090,62778,317X,64,177,0,0,36.0,36.5,151,151,47110,4956,147018,17.58,1.85,54.85,not_performed,None
SRR18207382,2022-01-18,Yuma Center of Excellence for Desert Agriculture,319096,3253,16X,507,10909,1,36,36.1,36.5,151,151,2391,1794,39495,1.50,1.12,24.75,not_performed,None
SRR18207383,2022-01-18,Yuma Center of Excellence for Desert Agriculture,454222,70742,357X,62,166,0,0,36.0,36.5,151,151,52457,5259,75304,23.10,2.32,33.16,not_performed,None
SRR18207384,2022-01-18,Yuma Center of Excellence for Desert Agriculture,355602,51692,261X,62,113,0,0,36.0,36.5,151,151,38351,5816,85501,21.57,3.27,48.09,not_performed,None
SRR18207385,2022-01-18,Yuma Center of Excellence for Desert Agriculture,404796,56923,287X,62,243,0,0,35.8,36.3,151,151,43467,6498,78260,21.48,3.21,38.67,not_performed,None
SRR18207386,2022-01-18,Yuma Center of Excellence for Desert Agriculture,482120,33542,169X,62,227,0,0,36.1,36.5,151,151,24617,6980,90120,10.21,2.90,37.38,not_performed,None
SRR18207387,2022-01-18,Yuma Center of Excellence for Desert Agriculture,327794,29873,150X,62,270,0,0,36.0,36.5,151,151,22208,1638,38528,13.55,1.00,23.51,not_performed,None
SRR18207388,2022-01-10,Yuma Center of Excellence for Desert Agriculture,850968,35888,181X,278,1767,0,5,36.0,36.5,151,151,26829,8578,317265,6.31,2.02,74.57,not_performed,None
SRR18207389,2022-01-10,Yuma Center of Excellence for Desert Agriculture,326586,8172,41X,134,3470,0,11,36.0,36.5,151,151,6077,1728,55475,3.72,1.06,33.97,not_performed,None
SRR18207390,2022-01-10,Yuma Center of Excellence for Desert Agriculture,528280,26698,134X,62,234,0,0,36.0,36.5,151,151,19776,2094,79734,7.49,0.79,30.19,not_performed,None
SRR18207391,2022-01-10,Yuma Center of Excellence for Desert Agriculture,359932,29644,149X,166,252,0,0,36.0,36.5,151,151,22094,662,42538,12.28,0.37,23.64,not_performed,None
SRR18208281,2022-02-15,FDA Center for Food Safety and Applied Nutrition,8156400,7470249,37222X,62,67,0,0,37.1,37.4,149,149,3912274,248,531,95.93,0.01,0.01,not_performed,None
SRR18208282,2022-02-15,FDA Center for Food Safety and Applied Nutrition,2917098,2439481,12155X,72,157,0,0,36.8,37.0,149,149,1258368,609,769,86.28,0.04,0.05,not_performed,None
SRR18208283,2022-02-15,FDA Center for Food Safety and Applied Nutrition,8129514,7353268,36639X,118,125,0,0,37.0,37.3,149,149,3873997,389,27,95.31,0.01,0.00,not_performed,None
SRR18208284,2022-02-15,FDA Center for Food Safety and Applied Nutrition,2602436,2329681,11608X,290,411,0,1,36.9,37.0,149,149,1195698,250,137,91.89,0.02,0.01,not_performed,None
SRR18208285,2022-02-15,FDA Center for Food Safety and Applied Nutrition,7470900,6768783,33727X,86,121,0,0,37.0,37.2,149,149,3573142,311,177,95.65,0.01,0.00,not_performed,None
SRR18208286,2022-02-15,FDA Center for Food Safety and Applied Nutrition,2048310,1757020,8754X,137,180,0,0,36.8,37.0,149,149,906232,214,251,88.49,0.02,0.02,not_performed,None
SRR18208287,2022-02-15,FDA Center for Food Safety and Applied Nutrition,6578790,5954112,29668X,62,66,0,0,36.8,37.2,149,149,3160448,261,152,96.08,0.01,0.00,not_performed,None
SRR18208288,2022-02-15,FDA Center for Food Safety and Applied Nutrition,1462696,1317283,6563X,173,226,0,0,36.7,36.9,149,149,680904,135,37,93.10,0.02,0.01,not_performed,None
SRR18265021,2022-01-27,FDA Center for Food Safety and Applied Nutrition,1005352,937021,4668X,106,509,0,1,36.3,36.6,149,149,487042,53,49,96.89,0.01,0.01,not_performed,None
SRR18265022,2022-02-01,FDA Center for Food Safety and Applied Nutrition,1387820,1279483,6375X,66,130,0,0,36.5,36.7,149,149,662496,87,29,95.47,0.01,0.00,not_performed,None
SRR18265056,2022-01-26,FDA Center for Food Safety and Applied Nutrition,1122260,1019076,5077X,425,1671,1,5,36.6,36.7,149,149,525284,81,12,93.61,0.01,0.00,not_performed,None
SRR18265094,2022-01-26,FDA Center for Food Safety and Applied Nutrition,1042412,969080,4828X,148,556,0,1,36.5,36.7,149,149,498873,50,20,95.72,0.01,0.00,not_performed,None
SRR18265095,2022-01-25,FDA Center for Food Safety and Applied Nutrition,884248,804233,4007X,66,85,0,0,36.4,36.6,149,149,418043,89,54,94.55,0.02,0.01,not_performed,None
SRR18265175,2022-02-01,FDA Center for Food Safety and Applied Nutrition,1353840,1237460,6165X,64,144,0,0,36.4,36.6,149,149,644223,76,22,95.17,0.01,0.00,not_performed,None
SRR18265176,2022-01-24,FDA Center for Food Safety and Applied Nutrition,1214766,1171465,5837X,92,672,0,2,36.6,36.8,149,149,600947,39,15,98.94,0.01,0.00,not_performed,None
SRR18265220,2022-02-01,FDA Center for Food Safety and Applied Nutrition,1256414,1151459,5737X,67,145,0,0,36.5,36.7,149,149,597964,89,69,95.19,0.01,0.01,not_performed,None
SRR18265345,2022-01-24,FDA Center for Food Safety and Applied Nutrition,1421848,1315411,6554X,505,1363,1,4,36.5,36.7,149,149,680114,110,24,95.67,0.02,0.00,not_performed,None
SRR18265346,2022-01-26,FDA Center for Food Safety and Applied Nutrition,1269934,1177840,5868X,145,410,0,1,36.6,36.8,149,149,604112,88,7,95.14,0.01,0.00,not_performed,None
SRR18265347,2022-01-26,FDA Center for Food Safety and Applied Nutrition,1113146,1011112,5038X,314,1007,1,3,36.5,36.7,149,149,522256,74,20,93.83,0.01,0.00,not_performed,None
SRR18265348,2022-01-25,FDA Center for Food Safety and Applied Nutrition,725072,662114,3299X,95,257,0,0,36.2,36.5,149,149,347001,54,10,95.71,0.01,0.00,not_performed,None
SRR18265349,2022-01-24,FDA Center for Food Safety and Applied Nutrition,1261460,1200797,5983X,86,884,0,2,36.5,36.7,149,149,619311,30,44,98.19,0.00,0.01,not_performed,None
SRR18265350,2022-01-22,FDA Center for Food Safety and Applied Nutrition,1425494,1310676,6530X,219,804,0,2,36.6,36.7,149,149,677715,93,86,95.08,0.01,0.01,not_performed,None
SRR18265351,2022-01-27,FDA Center for Food Safety and Applied Nutrition,1397510,1296890,6462X,909,2664,3,8,36.7,36.8,149,149,672961,74,17,96.31,0.01,0.00,not_performed,None
SRR18265352,2022-01-24,FDA Center for Food Safety and Applied Nutrition,1417856,1319120,6572X,89,499,0,1,36.5,36.7,149,149,684554,64,3,96.56,0.01,0.00,not_performed,None
SRR18265354,2022-01-22,FDA Center for Food Safety and Applied Nutrition,1419478,1318280,6568X,785,2008,2,6,36.6,36.8,149,149,678382,112,58,95.58,0.02,0.01,not_performed,None
SRR18265355,2022-01-25,FDA Center for Food Safety and Applied Nutrition,662262,562403,2802X,130,581,0,1,36.5,36.7,149,149,290768,88,4,87.81,0.03,0.00,not_performed,None
SRR18265356,2022-01-25,FDA Center for Food Safety and Applied Nutrition,828674,738719,3680X,202,1007,0,3,36.5,36.7,149,149,388050,80,159,93.66,0.02,0.04,not_performed,None
SRR18265358,2022-01-27,FDA Center for Food Safety and Applied Nutrition,1697862,1526004,7603X,67,173,0,0,36.4,36.6,149,149,791954,149,23,93.29,0.02,0.00,not_performed,None
SRR18266276,2022-02-18,Washington State Department of Health,1925164,1586452,7904X,167,238,0,0,38.1,38.1,149,149,819106,9604,95778,85.09,1.00,9.95,not_performed,None
SRR18266277,2022-02-18,Washington State Department of Health,2682848,1769896,8818X,618,928,2,3,38.2,38.2,149,149,935835,104970,125532,69.76,7.83,9.36,not_performed,None
SRR18266278,2022-02-18,Washington State Department of Health,2242960,1698610,8463X,762,1274,2,4,38.1,38.2,149,149,885578,28745,172601,78.97,2.56,15.39,not_performed,None
SRR18266279,2022-02-18,Washington State Department of Health,3035590,1659837,8270X,15244,16091,50,53,38.0,38.1,149,149,946447,101920,111617,62.36,6.72,7.35,not_performed,None
SRR18266280,2022-02-18,Washington State Department of Health,2202226,1386203,6907X,3538,4542,11,15,38.0,38.1,149,149,743809,56796,215559,67.55,5.16,19.58,not_performed,None
SRR18266281,2022-02-14,Washington State Department of Health,1848334,898581,4477X,2181,2657,7,8,38.2,38.2,149,149,525632,73371,48509,56.88,7.94,5.25,not_performed,None
SRR18266282,2022-02-14,Washington State Department of Health,1818022,1255343,6255X,145,210,0,0,37.3,37.7,149,149,669590,10052,209952,73.66,1.11,23.10,not_performed,None
SRR18266283,2022-02-14,Washington State Department of Health,3316274,2627852,13094X,115,170,0,0,38.2,38.2,149,149,1364460,36914,146205,82.29,2.23,8.82,not_performed,None
SRR18266284,2022-02-14,Washington State Department of Health,2662832,2060301,10266X,101,109,0,0,37.5,37.8,149,149,1090176,13901,141011,81.88,1.04,10.59,not_performed,None
SRR18270805,2022-02-16,Nevada State Public Health Laboratory,2352314,1137899,2815X,23870,24052,79,80,35.4,35.7,74,74,610009,27658,0,51.86,2.35,0.00,not_performed,None
SRR18270806,2022-02-13,Nevada State Public Health Laboratory,2269214,1271129,3145X,25913,26062,86,87,35.5,35.8,74,74,679486,27924,0,59.89,2.46,0.00,not_performed,None
SRR18270807,2022-02-11,Nevada State Public Health Laboratory,3152324,910438,2253X,21895,22197,73,74,35.6,35.8,74,74,485591,10815,0,30.81,0.69,0.00,not_performed,None
SRR18270808,2022-02-23,Nevada State Public Health Laboratory,2827748,1712373,4237X,22558,23093,75,77,35.5,35.8,74,74,934659,62975,0,66.11,4.45,0.00,not_performed,None
SRR18270809,2022-02-17,Nevada State Public Health Laboratory,2217110,933922,2311X,25332,25497,84,85,35.3,35.6,74,74,521839,24212,0,47.07,2.18,0.00,not_performed,None
SRR18270810,2022-02-24,Nevada State Public Health Laboratory,2410444,545144,1349X,22308,22557,74,75,35.2,35.5,74,74,298158,6846,0,24.74,0.57,0.00,not_performed,None
SRR18270811,2022-02-28,Nevada State Public Health Laboratory,2954858,869384,2151X,23173,23341,77,78,35.5,35.8,74,74,467037,26804,0,31.61,1.81,0.00,not_performed,None
SRR18270812,2022-02-27,Nevada State Public Health Laboratory,2261528,673202,1665X,21790,22483,72,75,35.6,35.9,74,74,358603,5701,1,31.71,0.50,0.00,not_performed,None
SRR18270813,2022-02-26,Nevada State Public Health Laboratory,2682660,623865,1543X,24662,25126,82,84,35.4,35.7,74,74,335038,27285,0,24.98,2.03,0.00,not_performed,None
SRR18270814,2022-02-25,Nevada State Public Health Laboratory,2057800,767308,1898X,19800,20110,66,67,35.5,35.8,74,74,414428,10886,0,40.28,1.06,0.00,not_performed,None
SRR18270815,2022-02-11,Nevada State Public Health Laboratory,2578268,1862971,4610X,19070,20237,63,67,35.4,35.8,74,74,1014337,24395,0,78.68,1.89,0.00,not_performed,None
SRR18270816,2022-02-24,Nevada State Public Health Laboratory,3117758,813180,2012X,23455,23691,78,79,35.6,35.8,74,74,434812,6861,0,27.89,0.44,0.00,not_performed,None
SRR18270817,2022-02-23,Nevada State Public Health Laboratory,2330040,886027,2192X,24038,24207,80,80,35.5,35.8,74,74,486219,18862,0,41.73,1.62,0.00,not_performed,None
SRR18270818,2022-02-22,Nevada State Public Health Laboratory,2614384,880960,2180X,22584,22852,75,76,35.5,35.8,74,74,486751,10878,1,37.24,0.83,0.00,not_performed,None
SRR18270819,2022-02-21,Nevada State Public Health Laboratory,2250448,925927,2291X,20472,21168,68,70,35.5,35.8,74,74,503932,8499,0,44.79,0.76,0.00,not_performed,None
SRR18270820,2022-02-20,Nevada State Public Health Laboratory,2014900,798958,1977X,18316,18638,61,62,35.5,35.8,74,74,426004,4239,0,42.29,0.42,0.00,not_performed,None
SRR18270821,2022-02-19,Nevada State Public Health Laboratory,2789902,810461,2005X,19132,20280,63,67,35.5,35.8,74,74,435826,7233,2,31.24,0.52,0.00,not_performed,None
SRR18270822,2022-02-18,Nevada State Public Health Laboratory,1970258,289710,716X,25602,25724,85,86,35.6,35.9,74,74,154390,5651,0,15.67,0.57,0.00,not_performed,None
